Roll Number; 0
Recipe Name; FP 4576_257 GSM
Start Time; 2018-04-17; 13:29:55
File Name; D:\Mahlo\TR\180417132955FP 4576_257 GSM0_FMI2.txt

3157.0; 13:30:07; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 269.284368; 269.562662; 269.627899; 269.783676; 270.074815; 270.320207; 270.358354; 270.431101; 270.506710; 270.567507; 270.597458; 271.008760; 271.046400; 270.808756; 270.561665; 270.279676; 269.960701; 270.145774; 270.068467; 269.744754; 269.421816; 269.191980; 268.962413; 268.837124; 268.669695; 268.662244; 268.426031; 268.233180; 268.132061; 267.741799; 267.219067; 266.676724; 265.752137; 265.086561; 264.622390; 264.488250; 264.439732; 264.059007; 263.540417; 262.835175; 262.360811; 261.992872; 261.797041; 261.856645; 261.944950; 262.095183; 262.175620; 262.281775; 262.457550; 262.595177; 262.097925; 261.540681; 261.359662; 261.254877; 261.436850; 261.683285; 261.672169; 261.700690; 261.708796; 261.871397; 262.146592; 262.409866; 262.518376; 262.430638; 262.151986; 262.092292; 261.875182; 261.755407; 261.713833; 261.551052; 260.925919; 260.577798; 260.330528; 260.068297; 259.701878; 259.180665; 258.658648; 258.474410; 258.541882; 258.696228; 258.906990; 259.283513; 259.574324; 259.537339; 259.449452; 259.796649; 260.468155; 260.925859; 261.074036; 261.308104; 261.654794; 261.864930; 261.921883; 261.851966; 261.914551; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3161.2; 13:30:15; (); (); (); (); (); (); (); (); (); (); 273.998082; 273.675889; 273.299754; 273.037434; 272.776991; 272.614032; 272.449255; 272.175074; 272.000253; 271.848023; 271.308124; 271.055996; 270.631880; 270.463794; 270.435035; 270.462215; 270.430803; 270.490855; 270.311058; 270.182699; 270.041287; 269.793659; 269.649893; 269.180566; 268.868089; 268.620849; 268.525302; 268.503338; 268.280804; 268.162549; 267.829388; 267.634541; 267.459005; 267.490566; 267.615348; 267.419159; 267.347872; 267.421514; 267.529786; 267.436951; 267.065614; 266.716808; 266.481519; 266.209453; 265.856832; 265.568703; 265.314698; 264.929503; 264.612168; 264.456928; 264.656276; 264.731556; 264.642060; 264.503747; 264.180124; 264.159828; 264.291018; 264.344037; 264.712960; 264.956295; 264.996350; 264.976710; 265.203446; 265.235722; 265.015244; 264.771134; 264.659971; 264.656991; 264.631003; 264.807343; 264.717162; 264.732182; 264.665276; 264.229745; 263.859332; 263.887286; 263.996810; 264.022321; 264.323145; 264.670849; 264.796704; 264.434993; 264.084071; 263.577938; 263.276875; 263.463289; 263.365477; 263.320535; 263.535231; 264.052391; 264.416307; 264.685929; 264.979571; 265.012234; 265.103161; 265.396565; 265.929282; 266.428649; 267.029464; 267.474443; 267.732739; 268.330216; 268.787086; 269.209802; 269.301742; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3164.5; 13:30:24; (); (); (); (); (); (); (); (); (); (); 267.708391; 267.585516; 267.319113; 267.054260; 266.792953; 266.610116; 266.544968; 266.652912; 266.733140; 266.643733; 266.385406; 266.335040; 266.541868; 266.611755; 266.660362; 267.044395; 267.302394; 267.440647; 267.374158; 267.307252; 267.452806; 267.528117; 267.509818; 267.360330; 267.196596; 267.230242; 266.980201; 266.660839; 266.388983; 265.687555; 264.952749; 264.394432; 263.931602; 263.901949; 263.825178; 263.510227; 263.041586; 262.498736; 262.285948; 262.341440; 262.441933; 262.594670; 262.599289; 262.608349; 262.936175; 263.417870; 264.068514; 264.607936; 264.839709; 265.244573; 265.601516; 266.096085; 266.605973; 267.157853; 267.755330; 268.182695; 268.436521; 268.512368; 268.386334; 268.215716; 267.849296; 267.479986; 267.135680; 267.105967; 266.920209; 266.808897; 266.921341; 267.115861; 267.220438; 266.916662; 266.527265; 266.191125; 266.239613; 266.656131; 267.156482; 267.437965; 267.481953; 267.391235; 267.280340; 267.181933; 267.019093; 266.813248; 266.461939; 266.018093; 265.899926; 265.936255; 265.976965; 265.921623; 265.774429; 265.529722; 265.378386; 265.555054; 265.506625; 265.282601; 265.180796; 265.235156; 265.145540; 265.037298; 264.927238; 265.014797; 265.149415; 265.406191; 265.455365; 265.383482; 265.600771; 265.652180; 265.687317; 266.162783; 266.740322; 267.021388; 267.146051; 267.457843; 267.951220; 268.267483; 268.334955; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3167.8; 13:30:32; (); (); (); (); (); (); (); (); (); (); 269.031733; 269.268155; 269.156367; 268.752038; 268.454015; 268.360436; 268.395096; 268.077046; 268.049479; 268.078446; 267.776370; 267.520159; 267.240763; 267.321050; 267.340899; 267.145574; 267.019510; 267.061323; 267.405659; 267.614484; 267.636329; 267.475307; 267.267704; 267.023385; 266.724348; 267.032623; 267.226040; 267.104506; 266.894668; 266.785562; 266.608238; 266.352624; 266.109079; 266.326010; 266.683817; 267.017186; 267.170370; 267.448723; 267.863840; 268.265009; 268.262863; 268.224239; 268.405139; 268.301338; 268.090874; 268.225610; 268.356502; 268.501163; 268.271655; 267.949283; 267.894953; 267.979294; 268.066794; 267.907977; 267.648816; 267.509401; 267.334491; 267.110556; 266.965955; 266.861349; 266.724676; 266.859055; 266.782671; 266.713649; 266.747057; 266.568422; 266.314596; 265.959024; 265.860468; 265.858680; 265.820503; 265.961736; 266.482890; 266.821146; 267.162681; 267.351121; 267.191350; 267.210156; 267.307073; 267.274767; 267.254919; 266.949087; 267.048657; 266.967148; 266.884238; 267.212838; 267.654598; 267.760932; 267.660409; 267.222315; 266.728431; 266.681403; 266.700953; 266.558170; 266.501009; 266.750813; 267.336756; 267.437071; 267.474264; 267.447323; 267.228603; 267.091244; 267.183900; 267.366290; 267.907023; 268.434852; 268.802106; 268.838137; 268.960834; 268.982559; 268.812954; 268.661350; 268.748254; 269.088715; 269.562960; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3171.1; 13:30:41; (); (); (); (); (); (); (); (); (); (); 277.015239; 276.622593; 276.548296; 276.559234; 276.280075; 276.094288; 275.813550; 275.457352; 274.971545; 274.170667; 273.337692; 272.442520; 271.942139; 271.218240; 270.629883; 270.226836; 269.996434; 269.683570; 269.304335; 269.040555; 268.545300; 268.199086; 267.840147; 267.622977; 267.475545; 267.415494; 267.435282; 267.174274; 267.196178; 267.078012; 267.258018; 267.009825; 266.682804; 266.320199; 266.128361; 266.192913; 266.311735; 266.317338; 266.165674; 266.164511; 266.476214; 266.641796; 266.780436; 266.835570; 266.749084; 266.475320; 266.379386; 266.318619; 266.204476; 265.760392; 265.428960; 265.119225; 264.855027; 264.701396; 264.316291; 263.724029; 263.222605; 262.569636; 262.167782; 261.820942; 261.646688; 261.397570; 261.116803; 261.062682; 261.140198; 261.225343; 261.237174; 261.325747; 261.478007; 261.750579; 261.845350; 261.943907; 262.415975; 262.637466; 262.763679; 262.876540; 263.201416; 263.654351; 264.084816; 264.425963; 264.433354; 264.337212; 264.232457; 264.188141; 264.188558; 264.129549; 264.120340; 264.325470; 264.613569; 265.109777; 265.309095; 265.429705; 265.442967; 265.387774; 265.088588; 265.029848; 265.071720; 265.293837; 265.457124; 265.705496; 266.146749; 266.603231; 266.952783; 267.243773; 267.351866; 267.406553; 267.405093; 267.388135; 267.589658; 267.893851; 268.253982; 268.763185; 269.132674; 269.458234; 269.386172; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3174.4; 13:30:49; (); (); (); (); (); (); (); (); (); 278.846562; 278.605759; 278.205156; 278.050512; 277.968138; 277.861893; 277.605474; 277.066708; 276.519358; 276.149005; 275.823325; 275.551379; 275.285810; 274.793923; 274.030775; 273.364097; 273.131907; 272.778183; 272.179127; 271.703631; 271.275431; 270.893246; 270.616055; 270.254523; 269.841820; 269.744128; 269.418031; 269.103110; 268.772542; 268.318623; 268.027991; 267.585099; 267.400235; 267.390549; 267.099112; 266.626269; 266.266406; 266.027242; 265.655488; 265.328318; 264.866829; 264.102966; 263.642311; 263.295054; 263.132006; 263.096869; 263.076097; 262.930214; 262.731999; 262.601882; 262.756705; 263.087153; 263.534009; 264.156163; 264.650732; 264.776587; 265.206516; 265.580088; 266.272634; 267.014980; 267.201096; 266.988933; 266.957849; 266.967207; 266.843379; 267.034382; 267.122626; 267.053872; 267.033398; 266.885459; 266.982883; 266.977310; 266.910523; 266.498655; 265.704036; 265.379667; 265.379310; 265.303224; 265.278846; 265.124649; 264.690816; 264.507264; 264.345407; 264.031440; 263.772130; 263.466209; 263.222128; 263.019174; 263.071775; 263.429970; 263.803512; 264.118016; 264.570534; 264.914870; 265.211523; 265.394062; 265.654206; 266.043365; 266.584992; 267.129600; 267.448008; 267.650634; 267.722845; 267.985940; 268.230170; 268.401772; 268.591851; 268.434674; 268.470109; 268.667698; 268.929929; 268.894404; 268.696278; 268.484682; 268.364161; 268.598139; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3177.7; 13:30:57; (); (); (); (); (); (); (); (); (); 275.247216; 275.211692; 275.160670; 274.981290; 274.820447; 274.195641; 273.696691; 273.462862; 273.055166; 272.509962; 271.700770; 270.687431; 270.009965; 269.611239; 268.998355; 268.448651; 267.829001; 267.112583; 266.510665; 265.971839; 265.674263; 265.390664; 264.887393; 264.054745; 263.452232; 263.060421; 263.192952; 263.120502; 263.100386; 263.424695; 263.333946; 262.920529; 262.706131; 262.542993; 262.258232; 262.195796; 262.358576; 262.508005; 262.952328; 263.064444; 262.992084; 262.922853; 263.160467; 263.326406; 263.316631; 263.611078; 264.310747; 265.025347; 265.587479; 266.068190; 266.711354; 266.963810; 267.001778; 267.196417; 267.264426; 267.504901; 267.643183; 267.634094; 267.582685; 267.543584; 267.494708; 267.514616; 267.405421; 267.340899; 267.129481; 266.764671; 266.794205; 267.160833; 267.513216; 267.977387; 268.280745; 268.769741; 269.164681; 269.401431; 269.154340; 268.764198; 268.608749; 268.628657; 268.868923; 269.304425; 269.441783; 268.893391; 268.184423; 267.796516; 267.516613; 267.428905; 266.847908; 266.191900; 265.802890; 265.810609; 266.108662; 265.953600; 265.793651; 265.511811; 265.401274; 265.315473; 265.415221; 265.583485; 265.558720; 265.472382; 265.537918; 265.930593; 266.174257; 266.703486; 267.439127; 267.675310; 267.929524; 268.181771; 268.568963; 268.646657; 268.806279; 269.212246; 269.754440; 270.282865; 270.790130; 271.186948; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3181.0; 13:31:06; (); (); (); (); (); (); (); (); (); 275.247216; 277.593464; 276.758105; 276.356429; 276.107848; 275.806278; 275.562584; 275.566071; 275.645345; 275.372148; 274.745584; 273.968756; 273.265332; 272.442997; 271.410137; 270.760477; 270.736009; 270.463079; 269.899189; 269.352406; 269.186735; 269.173741; 268.698931; 267.961711; 267.352760; 266.791284; 266.502380; 266.508192; 266.720980; 267.044991; 267.252386; 267.126352; 267.078906; 267.252684; 267.342001; 267.407238; 267.102867; 267.182857; 267.560512; 268.032044; 268.489718; 268.533915; 268.487483; 268.179983; 267.843604; 267.738998; 268.064320; 268.484384; 268.837512; 269.200146; 269.120932; 269.315988; 269.508958; 269.408584; 269.153416; 269.291937; 269.621253; 269.707710; 270.068616; 270.238787; 270.075917; 269.658387; 269.406587; 269.112527; 268.696338; 268.716007; 268.295825; 268.043041; 268.200278; 268.371582; 268.358856; 268.298686; 268.205673; 268.175006; 268.404067; 268.322557; 268.371463; 268.449843; 268.558860; 268.947840; 269.291610; 269.530833; 269.176215; 268.507063; 268.166810; 268.029362; 267.845213; 267.643452; 267.398179; 267.008424; 266.965270; 266.743124; 266.222060; 265.889198; 265.555322; 265.183836; 264.959067; 265.194595; 265.545130; 265.797704; 266.265273; 266.805142; 267.269701; 267.766505; 268.203795; 268.549085; 269.018412; 269.661069; 269.996077; 270.189762; 270.438254; 270.900637; 271.057576; 271.652073; 272.206187; 272.190511; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3184.3; 13:31:14; (); (); (); (); (); (); (); (); (); 271.311194; 271.309346; 271.088988; 271.045744; 271.181583; 271.365345; 271.083027; 270.712405; 270.538270; 270.025402; 269.643396; 269.457251; 269.108474; 269.014060; 269.093066; 269.315571; 269.274056; 269.239008; 269.093215; 268.760681; 268.474847; 268.567920; 268.623799; 268.408984; 268.378317; 268.231839; 268.395483; 268.677980; 268.604517; 268.087298; 267.297000; 266.785145; 266.686380; 266.632557; 266.421437; 266.082793; 266.126394; 266.311288; 266.405314; 266.514629; 266.523451; 266.082317; 265.510470; 265.066087; 264.993787; 264.843881; 264.718890; 264.426351; 264.202327; 264.148504; 264.305681; 264.045477; 263.738483; 263.545394; 263.348222; 263.244629; 263.205439; 263.251752; 263.655514; 263.972521; 264.420360; 264.923155; 265.085399; 265.275270; 265.346736; 265.323192; 265.312940; 265.447825; 266.006500; 266.978323; 267.966658; 268.672973; 268.978626; 268.876225; 268.956333; 269.094080; 269.131035; 269.292951; 269.541502; 270.065635; 270.250767; 270.084292; 269.665420; 269.184560; 268.846929; 268.326432; 267.908245; 267.603070; 267.478883; 267.344087; 267.063171; 266.580373; 266.189575; 265.658110; 264.988482; 264.459699; 264.215976; 264.133662; 264.002264; 263.764918; 263.630241; 263.722241; 263.863355; 264.061272; 264.048606; 264.203310; 264.601529; 264.786720; 265.140176; 265.397608; 265.716195; 266.318917; 266.964465; 267.307311; 267.602801; 267.669886; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3187.6; 13:31:23; (); (); (); (); (); (); (); (); (); 271.311194; 274.562031; 273.843497; 273.251593; 272.975177; 272.474855; 271.881968; 271.238357; 270.361125; 269.641340; 268.867701; 268.500775; 268.194020; 267.778784; 267.021656; 266.447574; 266.141593; 266.109616; 265.989602; 265.685618; 265.521139; 265.487999; 265.830755; 265.964597; 265.934169; 266.277730; 266.309470; 266.272694; 266.286582; 266.392469; 266.452461; 266.317993; 265.984118; 265.839636; 265.799135; 265.855104; 266.058505; 265.797079; 265.535772; 265.586853; 265.446842; 264.908135; 264.360607; 263.902634; 263.628870; 263.428986; 263.328195; 263.642699; 263.922572; 264.001995; 263.896227; 263.639241; 263.531953; 263.443381; 263.090163; 262.637556; 262.824416; 263.091862; 263.151109; 262.850851; 262.799084; 262.883663; 262.895465; 262.820989; 263.024360; 263.453722; 263.772726; 264.159530; 264.544338; 265.034288; 265.521318; 266.011387; 266.382933; 267.003357; 267.801791; 268.459648; 268.677205; 268.854797; 268.990129; 269.021511; 268.912494; 268.777221; 268.466741; 267.916173; 267.118186; 266.516209; 266.085893; 265.808761; 265.330315; 264.702439; 264.112324; 264.051050; 263.812780; 263.556212; 263.484597; 263.582259; 263.738751; 264.075577; 264.577866; 265.386969; 265.829355; 266.392052; 266.948551; 267.421901; 268.020719; 268.518269; 268.899560; 269.455791; 269.810140; 269.914985; 269.939333; 270.150244; 270.458728; 270.769596; 270.987064; 271.452039; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3190.9; 13:31:31; (); (); (); (); (); (); (); (); (); 275.546819; 275.135100; 274.665117; 274.414361; 273.936659; 273.567766; 273.103386; 272.845894; 272.764057; 272.319376; 271.772951; 271.254838; 270.880431; 270.339608; 270.074815; 269.917995; 269.712597; 269.384593; 269.264042; 269.330531; 269.161224; 268.926680; 268.360466; 267.420024; 266.665339; 266.078204; 265.597969; 265.379369; 265.643865; 265.699536; 265.805066; 265.974671; 266.076565; 266.027689; 266.084731; 266.511738; 266.734838; 266.526133; 266.412735; 266.797066; 267.388135; 267.711431; 267.563909; 267.161012; 267.117977; 266.876638; 266.675472; 266.753256; 266.783714; 266.272396; 265.634298; 265.433699; 265.591204; 265.466571; 265.007436; 264.511615; 264.300436; 264.225841; 264.312178; 264.229476; 264.163941; 264.018208; 263.747215; 263.304353; 263.205379; 263.111025; 263.222009; 263.604790; 264.013469; 264.393449; 264.767140; 264.763445; 264.634311; 264.509141; 264.437079; 264.398396; 264.665723; 264.911264; 265.558541; 266.405523; 266.801953; 266.702861; 266.515106; 266.418457; 266.507834; 266.382039; 266.443908; 266.733408; 266.820788; 266.852707; 266.818851; 266.598940; 266.364157; 265.866071; 265.254140; 265.093893; 265.057027; 265.097052; 265.378177; 265.649617; 265.838891; 266.133577; 266.309947; 266.569018; 266.650468; 266.985446; 267.195702; 267.384082; 267.495036; 267.800242; 268.014580; 268.404037; 268.891215; 268.973470; 269.030333; 269.191593; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
